column,row,easting_m,northing_m,elevation_m
137,42,8593.750,7343.750,1961.571
138,42,8656.250,7343.750,1990.512
139,42,8718.750,7343.750,2012.266
140,42,8781.250,7343.750,2040.159
141,42,8843.750,7343.750,2081.107
142,42,8906.250,7343.750,2135.538
143,42,8968.750,7343.750,2185.150
144,42,9031.250,7343.750,2222.618
145,42,9093.750,7343.750,2255.921
146,42,9156.250,7343.750,2200.456
147,42,9218.750,7343.750,2147.818
148,42,9281.250,7343.750,2104.552
149,42,9343.750,7343.750,2072.784
150,42,9406.250,7343.750,2076.184
151,42,9468.750,7343.750,2105.865
152,42,9531.250,7343.750,2142.594
153,42,9593.750,7343.750,2200.453
154,42,9656.250,7343.750,2270.920
155,42,9718.750,7343.750,2298.391
156,42,9781.250,7343.750,2281.945
157,42,9843.750,7343.750,2272.366
158,42,9906.250,7343.750,2304.070
159,42,9968.750,7343.750,2343.976
0,43,31.250,7281.250,2248.994
1,43,93.750,7281.250,2283.408
2,43,156.250,7281.250,2331.242
3,43,218.750,7281.250,2370.150
4,43,281.250,7281.250,2316.457
5,43,343.750,7281.250,2277.458
6,43,406.250,7281.250,2216.591
7,43,468.750,7281.250,2147.583
8,43,531.250,7281.250,2097.166
9,43,593.750,7281.250,2067.197
10,43,656.250,7281.250,2063.391
11,43,718.750,7281.250,2109.032
12,43,781.250,7281.250,2145.372
13,43,843.750,7281.250,2125.956
14,43,906.250,7281.250,2099.800
15,43,968.750,7281.250,2136.431
16,43,1031.250,7281.250,2218.861
17,43,1093.750,7281.250,2291.296
18,43,1156.250,7281.250,2320.843
19,43,1218.750,7281.250,2332.212
20,43,1281.250,7281.250,2349.358
21,43,1343.750,7281.250,2361.136
22,43,1406.250,7281.250,2354.882
23,43,1468.750,7281.250,2254.111
24,43,1531.250,7281.250,2129.272
25,43,1593.750,7281.250,2024.627
26,43,1656.250,7281.250,1914.906
27,43,1718.750,7281.250,1803.889
28,43,1781.250,7281.250,1720.216
29,43,1843.750,7281.250,1664.668
30,43,1906.250,7281.250,1602.242
31,43,1968.750,7281.250,1518.387
32,43,2031.250,7281.250,1456.016
33,43,2093.750,7281.250,1427.098
34,43,2156.250,7281.250,1396.304
35,43,2218.750,7281.250,1357.075
36,43,2281.250,7281.250,1332.445
37,43,2343.750,7281.250,1290.590
38,43,2406.250,7281.250,1240.600
39,43,2468.750,7281.250,1211.030
40,43,2531.250,7281.250,1173.228
41,43,2593.750,7281.250,1099.665
42,43,2656.250,7281.250,1061.045
43,43,2718.750,7281.250,1093.167
44,43,2781.250,7281.250,1153.766
45,43,2843.750,7281.250,1213.172
46,43,2906.250,7281.250,1263.780
47,43,2968.750,7281.250,1319.270
48,43,3031.250,7281.250,1393.291
49,43,3093.750,7281.250,1460.710
50,43,3156.250,7281.250,1490.026
51,43,3218.750,7281.250,1509.840
52,43,3281.250,7281.250,1511.368
53,43,3343.750,7281.250,1498.016
54,43,3406.250,7281.250,1491.702
55,43,3468.750,7281.250,1484.692
56,43,3531.250,7281.250,1439.739
57,43,3593.750,7281.250,1396.184
58,43,3656.250,7281.250,1381.469
59,43,3718.750,7281.250,1390.878
60,43,3781.250,7281.250,1436.790
61,43,3843.750,7281.250,1529.278
62,43,3906.250,7281.250,1644.529
63,43,3968.750,7281.250,1760.308
64,43,4031.250,7281.250,1866.796
65,43,4093.750,7281.250,1957.820
66,43,4156.250,7281.250,2046.424
67,43,4218.750,7281.250,1995.430
68,43,4281.250,7281.250,1919.322
69,43,4343.750,7281.250,1860.182
70,43,4406.250,7281.250,1804.310
71,43,4468.750,7281.250,1763.029
72,43,4531.250,7281.250,1752.863
73,43,4593.750,7281.250,1773.829
74,43,4656.250,7281.250,1814.770
75,43,4718.750,7281.250,1867.798
76,43,4781.250,7281.250,1923.947
77,43,4843.750,7281.250,1977.903
78,43,4906.250,7281.250,2024.647
79,43,4968.750,7281.250,2054.003
80,43,5031.250,7281.250,2057.995
81,43,5093.750,7281.250,2041.311
82,43,5156.250,7281.250,2034.151
83,43,5218.750,7281.250,2060.791
84,43,5281.250,7281.250,2100.232
85,43,5343.750,7281.250,2122.950
86,43,5406.250,7281.250,2157.853
87,43,5468.750,7281.250,2104.537
88,43,5531.250,7281.250,2056.692
89,43,5593.750,7281.250,2004.544
90,43,5656.250,7281.250,1952.827
91,43,5718.750,7281.250,1936.298
92,43,5781.250,7281.250,1909.953
93,43,5843.750,7281.250,1866.433
94,43,5906.250,7281.250,1833.793
95,43,5968.750,7281.250,1799.360
96,43,6031.250,7281.250,1758.862
97,43,6093.750,7281.250,1708.414
98,43,6156.250,7281.250,1632.361
99,43,6218.750,7281.250,1548.930
100,43,6281.250,7281.250,1493.224
101,43,6343.750,7281.250,1416.061
102,43,6406.250,7281.250,1339.172
103,43,6468.750,7281.250,1311.213
104,43,6531.250,7281.250,1311.660
105,43,6593.750,7281.250,1281.917
106,43,6656.250,7281.250,1262.201
107,43,6718.750,7281.250,1263.345
108,43,6781.250,7281.250,1276.218
109,43,6843.750,7281.250,1282.941
110,43,6906.250,7281.250,1282.266
111,43,6968.750,7281.250,1292.846
112,43,7031.250,7281.250,1304.266
113,43,7093.750,7281.250,1303.628
114,43,7156.250,7281.250,1307.544
115,43,7218.750,7281.250,1344.472
116,43,7281.250,7281.250,1374.947
117,43,7343.750,7281.250,1392.720
118,43,7406.250,7281.250,1416.396
119,43,7468.750,7281.250,1445.932
120,43,7531.250,7281.250,1457.156
121,43,7593.750,7281.250,1471.430
122,43,7656.250,7281.250,1475.900
123,43,7718.750,7281.250,1469.172
124,43,7781.250,7281.250,1465.591
125,43,7843.750,7281.250,1467.195
126,43,7906.250,7281.250,1462.967
127,43,7968.750,7281.250,1471.761
128,43,8031.250,7281.250,1478.477
129,43,8093.750,7281.250,1492.872
130,43,8156.250,7281.250,1557.691
131,43,8218.750,7281.250,1636.163
132,43,8281.250,7281.250,1701.741
133,43,8343.750,7281.250,1760.279
134,43,8406.250,7281.250,1814.070
135,43,8468.750,7281.250,1855.789
136,43,8531.250,7281.250,1923.496
137,43,8593.750,7281.250,1983.466
138,43,8656.250,7281.250,2015.801
139,43,8718.750,7281.250,2039.154
140,43,8781.250,7281.250,2066.957
141,43,8843.750,7281.250,2106.000
142,43,8906.250,7281.250,2157.903
143,43,8968.750,7281.250,2200.136
144,43,9031.250,7281.250,2227.817
145,43,9093.750,7281.250,2251.282
146,43,9156.250,7281.250,2197.783
147,43,9218.750,7281.250,2149.616
148,43,9281.250,7281.250,2108.704
149,43,9343.750,7281.250,2074.853
150,43,9406.250,7281.250,2078.418
151,43,9468.750,7281.250,2115.126
152,43,9531.250,7281.250,2156.988
153,43,9593.750,7281.250,2216.666
154,43,9656.250,7281.250,2287.478
155,43,9718.750,7281.250,2308.053
156,43,9781.250,7281.250,2272.625
157,43,9843.750,7281.250,2242.939
158,43,9906.250,7281.250,2258.764
159,43,9968.750,7281.250,2287.907
0,44,31.250,7218.750,2240.671
1,44,93.750,7218.750,2263.872
2,44,156.250,7218.750,2300.674
3,44,218.750,7218.750,2358.698
4,44,281.250,7218.750,2367.231
5,44,343.750,7218.750,2321.573
6,44,406.250,7218.750,2244.349
7,44,468.750,7218.750,2162.895
8,44,531.250,7218.750,2114.771
9,44,593.750,7218.750,2094.483
10,44,656.250,7218.750,2088.831
11,44,718.750,7218.750,2107.925
12,44,781.250,7218.750,2122.662
13,44,843.750,7218.750,2097.784
14,44,906.250,7218.750,2068.806
15,44,968.750,7218.750,2101.903
16,44,1031.250,7218.750,2182.901
17,44,1093.750,7218.750,2255.586
18,44,1156.250,7218.750,2287.016
19,44,1218.750,7218.750,2298.650
20,44,1281.250,7218.750,2315.744
21,44,1343.750,7218.750,2340.375
22,44,1406.250,7218.750,2336.976
23,44,1468.750,7218.750,2249.099
24,44,1531.250,7218.750,2142.199
25,44,1593.750,7218.750,2039.072
26,44,1656.250,7218.750,1928.159
27,44,1718.750,7218.750,1813.774
28,44,1781.250,7218.750,1718.364
29,44,1843.750,7218.750,1648.642
30,44,1906.250,7218.750,1580.879
31,44,1968.750,7218.750,1496.411
32,44,2031.250,7218.750,1432.651
33,44,2093.750,7218.750,1404.766
34,44,2156.250,7218.750,1377.486
35,44,2218.750,7218.750,1336.621
36,44,2281.250,7218.750,1311.098
37,44,2343.750,7218.750,1271.734
38,44,2406.250,7218.750,1216.588
39,44,2468.750,7218.750,1175.847
40,44,2531.250,7218.750,1145.318
41,44,2593.750,7218.750,1098.724
42,44,2656.250,7218.750,1075.227
43,44,2718.750,7218.750,1092.940
44,44,2781.250,7218.750,1132.281
45,44,2843.750,7218.750,1187.297
46,44,2906.250,7218.750,1247.293
47,44,2968.750,7218.750,1313.507
48,44,3031.250,7218.750,1389.235
49,44,3093.750,7218.750,1454.324
50,44,3156.250,7218.750,1485.957
51,44,3218.750,7218.750,1505.168
52,44,3281.250,7218.750,1497.632
53,44,3343.750,7218.750,1462.718
54,44,3406.250,7218.750,1436.277
55,44,3468.750,7218.750,1430.553
56,44,3531.250,7218.750,1400.281
57,44,3593.750,7218.750,1371.553
58,44,3656.250,7218.750,1371.702
59,44,3718.750,7218.750,1394.922
60,44,3781.250,7218.750,1442.529
61,44,3843.750,7218.750,1534.327
62,44,3906.250,7218.750,1650.313
63,44,3968.750,7218.750,1763.775
64,44,4031.250,7218.750,1864.744
65,44,4093.750,7218.750,1956.309
66,44,4156.250,7218.750,2043.799
67,44,4218.750,7218.750,2033.064
68,44,4281.250,7218.750,1960.541
69,44,4343.750,7218.750,1898.712
70,44,4406.250,7218.750,1844.988
71,44,4468.750,7218.750,1806.401
72,44,4531.250,7218.750,1791.878
73,44,4593.750,7218.750,1799.851
74,44,4656.250,7218.750,1827.326
75,44,4718.750,7218.750,1874.003
76,44,4781.250,7218.750,1928.971
77,44,4843.750,7218.750,1986.359
78,44,4906.250,7218.750,2043.636
79,44,4968.750,7218.750,2083.993
80,44,5031.250,7218.750,2086.356
81,44,5093.750,7218.750,2054.577
82,44,5156.250,7218.750,2030.200
83,44,5218.750,7218.750,2042.792
84,44,5281.250,7218.750,2073.593
85,44,5343.750,7218.750,2101.681
86,44,5406.250,7218.750,2150.659
87,44,5468.750,7218.750,2147.478
88,44,5531.250,7218.750,2087.745
89,44,5593.750,7218.750,2031.502
90,44,5656.250,7218.750,1977.235
91,44,5718.750,7218.750,1940.380
92,44,5781.250,7218.750,1895.808
93,44,5843.750,7218.750,1848.993
94,44,5906.250,7218.750,1819.230
95,44,5968.750,7218.750,1787.173
96,44,6031.250,7218.750,1749.143
97,44,6093.750,7218.750,1705.974
98,44,6156.250,7218.750,1642.618
99,44,6218.750,7218.750,1568.535
100,44,6281.250,7218.750,1515.621
101,44,6343.750,7218.750,1451.448
102,44,6406.250,7218.750,1387.006
103,44,6468.750,7218.750,1355.259
104,44,6531.250,7218.750,1342.717
105,44,6593.750,7218.750,1311.250
106,44,6656.250,7218.750,1298.060
107,44,6718.750,7218.750,1301.324
108,44,6781.250,7218.750,1301.554
109,44,6843.750,7218.750,1293.190
110,44,6906.250,7218.750,1290.716
111,44,6968.750,7218.750,1312.435
112,44,7031.250,7218.750,1331.636
113,44,7093.750,7218.750,1331.758
114,44,7156.250,7218.750,1333.980
115,44,7218.750,7218.750,1360.459
116,44,7281.250,7218.750,1372.144
117,44,7343.750,7218.750,1376.352
118,44,7406.250,7218.750,1390.026
119,44,7468.750,7218.750,1409.131
120,44,7531.250,7218.750,1419.250
121,44,7593.750,7218.750,1435.125
122,44,7656.250,7218.750,1441.278
123,44,7718.750,7218.750,1439.774
124,44,7781.250,7218.750,1445.268
125,44,7843.750,7218.750,1454.243
126,44,7906.250,7218.750,1458.559
127,44,7968.750,7218.750,1481.099
128,44,8031.250,7218.750,1512.323
129,44,8093.750,7218.750,1547.199
130,44,8156.250,7218.750,1608.174
131,44,8218.750,7218.750,1670.435
132,44,8281.250,7218.750,1721.474
133,44,8343.750,7218.750,1766.586
134,44,8406.250,7218.750,1807.668
135,44,8468.750,7218.750,1845.662
136,44,8531.250,7218.750,1915.856
137,44,8593.750,7218.750,1979.213
138,44,8656.250,7218.750,2017.848
139,44,8718.750,7218.750,2049.677
140,44,8781.250,7218.750,2076.320
141,44,8843.750,7218.750,2103.306
142,44,8906.250,7218.750,2145.650
143,44,8968.750,7218.750,2194.256
144,44,9031.250,7218.750,2234.259
145,44,9093.750,7218.750,2227.557
146,44,9156.250,7218.750,2190.224
147,44,9218.750,7218.750,2156.205
148,44,9281.250,7218.750,2123.577
149,44,9343.750,7218.750,2095.713
150,44,9406.250,7218.750,2098.637
151,44,9468.750,7218.750,2130.152
152,44,9531.250,7218.750,2170.995
153,44,9593.750,7218.750,2231.141
154,44,9656.250,7218.750,2295.147
155,44,9718.750,7218.750,2306.514
156,44,9781.250,7218.750,2265.216
157,44,9843.750,7218.750,2225.652
158,44,9906.250,7218.750,2225.481
159,44,9968.750,7218.750,2243.368
0,45,31.250,7156.250,2250.692
1,45,93.750,7156.250,2258.116
2,45,156.250,7156.250,2280.658
3,45,218.750,7156.250,2323.503
4,45,281.250,7156.250,2378.683
5,45,343.750,7156.250,2354.330
6,45,406.250,7156.250,2256.832
7,45,468.750,7156.250,2161.950
8,45,531.250,7156.250,2122.949
9,45,593.750,7156.250,2121.525
10,45,656.250,7156.250,2114.781
11,45,718.750,7156.250,2098.932
12,45,781.250,7156.250,2088.825
13,45,843.750,7156.250,2064.895
14,45,906.250,7156.250,2039.118
15,45,968.750,7156.250,2069.219
16,45,1031.250,7156.250,2147.905
17,45,1093.750,7156.250,2219.469
18,45,1156.250,7156.250,2251.907
19,45,1218.750,7156.250,2263.584
20,45,1281.250,7156.250,2281.476
21,45,1343.750,7156.250,2325.258
22,45,1406.250,7156.250,2304.532
23,45,1468.750,7156.250,2238.359
24,45,1531.250,7156.250,2161.676
25,45,1593.750,7156.250,2064.408
26,45,1656.250,7156.250,1955.885
27,45,1718.750,7156.250,1840.197
28,45,1781.250,7156.250,1728.996
29,45,1843.750,7156.250,1638.384
30,45,1906.250,7156.250,1563.528
31,45,1968.750,7156.250,1478.383
32,45,2031.250,7156.250,1412.287
33,45,2093.750,7156.250,1386.346
34,45,2156.250,7156.250,1365.458
35,45,2218.750,7156.250,1322.989
36,45,2281.250,7156.250,1295.707
37,45,2343.750,7156.250,1258.936
38,45,2406.250,7156.250,1193.974
39,45,2468.750,7156.250,1134.294
40,45,2531.250,7156.250,1113.460
41,45,2593.750,7156.250,1109.403
42,45,2656.250,7156.250,1111.685
43,45,2718.750,7156.250,1110.206
44,45,2781.250,7156.250,1119.410
45,45,2843.750,7156.250,1167.945
46,45,2906.250,7156.250,1238.318
47,45,2968.750,7156.250,1314.848
48,45,3031.250,7156.250,1387.104
49,45,3093.750,7156.250,1443.668
50,45,3156.250,7156.250,1477.300
51,45,3218.750,7156.250,1501.640
52,45,3281.250,7156.250,1490.504
53,45,3343.750,7156.250,1432.636
54,45,3406.250,7156.250,1381.056
55,45,3468.750,7156.250,1375.375
56,45,3531.250,7156.250,1361.273
57,45,3593.750,7156.250,1347.275
58,45,3656.250,7156.250,1363.100
59,45,3718.750,7156.250,1403.187
60,45,3781.250,7156.250,1451.874
61,45,3843.750,7156.250,1538.954
62,45,3906.250,7156.250,1651.817
63,45,3968.750,7156.250,1757.579
64,45,4031.250,7156.250,1846.891
65,45,4093.750,7156.250,1938.423
66,45,4156.250,7156.250,2026.232
67,45,4218.750,7156.250,2083.195
68,45,4281.250,7156.250,2009.573
69,45,4343.750,7156.250,1938.480
70,45,4406.250,7156.250,1886.953
71,45,4468.750,7156.250,1855.394
72,45,4531.250,7156.250,1839.193
73,45,4593.750,7156.250,1832.363
74,45,4656.250,7156.250,1842.895
75,45,4718.750,7156.250,1880.412
76,45,4781.250,7156.250,1929.575
77,45,4843.750,7156.250,1985.525
78,45,4906.250,7156.250,2051.932
79,45,4968.750,7156.250,2104.583
80,45,5031.250,7156.250,2105.505
81,45,5093.750,7156.250,2059.262
82,45,5156.250,7156.250,2020.749
83,45,5218.750,7156.250,2021.424
84,45,5281.250,7156.250,2043.009
85,45,5343.750,7156.250,2076.966
86,45,5406.250,7156.250,2133.001
87,45,5468.750,7156.250,2185.048
88,45,5531.250,7156.250,2119.315
89,45,5593.750,7156.250,2061.851
90,45,5656.250,7156.250,2005.074
91,45,5718.750,7156.250,1941.505
92,45,5781.250,7156.250,1876.054
93,45,5843.750,7156.250,1831.384
94,45,5906.250,7156.250,1810.007
95,45,5968.750,7156.250,1779.583
96,45,6031.250,7156.250,1736.612
97,45,6093.750,7156.250,1693.463
98,45,6156.250,7156.250,1639.632
99,45,6218.750,7156.250,1573.966
100,45,6281.250,7156.250,1525.014
101,45,6343.750,7156.250,1480.260
102,45,6406.250,7156.250,1433.679
103,45,6468.750,7156.250,1394.840
104,45,6531.250,7156.250,1362.342
105,45,6593.750,7156.250,1329.817
106,45,6656.250,7156.250,1331.558
107,45,6718.750,7156.250,1343.196
108,45,6781.250,7156.250,1328.539
109,45,6843.750,7156.250,1300.003
110,45,6906.250,7156.250,1295.324
111,45,6968.750,7156.250,1334.065
112,45,7031.250,7156.250,1364.312
113,45,7093.750,7156.250,1365.085
114,45,7156.250,7156.250,1366.251
115,45,7218.750,7156.250,1380.082
116,45,7281.250,7156.250,1365.487
117,45,7343.750,7156.250,1350.462
118,45,7406.250,7156.250,1348.953
119,45,7468.750,7156.250,1351.234
120,45,7531.250,7156.250,1359.490
121,45,7593.750,7156.250,1380.194
122,45,7656.250,7156.250,1391.794
123,45,7718.750,7156.250,1400.228
124,45,7781.250,7156.250,1420.210
125,45,7843.750,7156.250,1438.242
126,45,7906.250,7156.250,1447.685
127,45,7968.750,7156.250,1480.829
128,45,8031.250,7156.250,1540.881
129,45,8093.750,7156.250,1603.257
130,45,8156.250,7156.250,1660.219
131,45,8218.750,7156.250,1702.652
132,45,8281.250,7156.250,1737.064
133,45,8343.750,7156.250,1766.628
134,45,8406.250,7156.250,1791.549
135,45,8468.750,7156.250,1824.657
136,45,8531.250,7156.250,1897.161
137,45,8593.750,7156.250,1963.065
138,45,8656.250,7156.250,2008.497
139,45,8718.750,7156.250,2051.077
140,45,8781.250,7156.250,2076.366
141,45,8843.750,7156.250,2086.633
142,45,8906.250,7156.250,2116.326
143,45,8968.750,7156.250,2176.489
144,45,9031.250,7156.250,2224.718
145,45,9093.750,7156.250,2202.749
146,45,9156.250,7156.250,2187.374
147,45,9218.750,7156.250,2170.707
148,45,9281.250,7156.250,2146.099
149,45,9343.750,7156.250,2124.546
150,45,9406.250,7156.250,2126.004
151,45,9468.750,7156.250,2146.890
152,45,9531.250,7156.250,2182.996
153,45,9593.750,7156.250,2242.341
154,45,9656.250,7156.250,2297.500
155,45,9718.750,7156.250,2300.189
156,45,9781.250,7156.250,2260.893
157,45,9843.750,7156.250,2218.067
158,45,9906.250,7156.250,2202.406
159,45,9968.750,7156.250,2207.740
0,46,31.250,7093.750,2270.695
1,46,93.750,7093.750,2266.917
2,46,156.250,7093.750,2278.376
3,46,218.750,7093.750,2309.193
4,46,281.250,7093.750,2349.243
5,46,343.750,7093.750,2365.120
6,46,406.250,7093.750,2254.954
7,46,468.750,7093.750,2152.472
8,46,531.250,7093.750,2120.349
9,46,593.750,7093.750,2131.909
10,46,656.250,7093.750,2125.533
11,46,718.750,7093.750,2089.221
12,46,781.250,7093.750,2064.397
13,46,843.750,7093.750,2041.380
14,46,906.250,7093.750,2017.384
15,46,968.750,7093.750,2044.465
16,46,1031.250,7093.750,2120.057
17,46,1093.750,7093.750,2189.055
18,46,1156.250,7093.750,2220.462
19,46,1218.750,7093.750,2231.610
20,46,1281.250,7093.750,2250.559
21,46,1343.750,7093.750,2307.702
22,46,1406.250,7093.750,2286.087
23,46,1468.750,7093.750,2232.860
24,46,1531.250,7093.750,2175.033
25,46,1593.750,7093.750,2082.326
26,46,1656.250,7093.750,1976.528
27,46,1718.750,7093.750,1860.669
28,46,1781.250,7093.750,1738.768
29,46,1843.750,7093.750,1632.700
30,46,1906.250,7093.750,1550.513
31,46,1968.750,7093.750,1461.638
32,46,2031.250,7093.750,1390.858
33,46,2093.750,7093.750,1363.597
34,46,2156.250,7093.750,1345.071
35,46,2218.750,7093.750,1300.939
36,46,2281.250,7093.750,1272.724
37,46,2343.750,7093.750,1238.376
38,46,2406.250,7093.750,1168.610
39,46,2468.750,7093.750,1098.886
40,46,2531.250,7093.750,1085.463
41,46,2593.750,7093.750,1109.100
42,46,2656.250,7093.750,1128.518
43,46,2718.750,7093.750,1116.265
44,46,2781.250,7093.750,1108.331
45,46,2843.750,7093.750,1154.270
46,46,2906.250,7093.750,1231.571
47,46,2968.750,7093.750,1314.741
48,46,3031.250,7093.750,1385.428
49,46,3093.750,7093.750,1437.538
50,46,3156.250,7093.750,1473.523
51,46,3218.750,7093.750,1502.552
52,46,3281.250,7093.750,1490.782
53,46,3343.750,7093.750,1420.006
54,46,3406.250,7093.750,1353.410
55,46,3468.750,7093.750,1347.188
56,46,3531.250,7093.750,1342.214
57,46,3593.750,7093.750,1336.748
58,46,3656.250,7093.750,1361.739
59,46,3718.750,7093.750,1411.811
60,46,3781.250,7093.750,1460.651
61,46,3843.750,7093.750,1543.564
62,46,3906.250,7093.750,1653.249
63,46,3968.750,7093.750,1753.029
64,46,4031.250,7093.750,1834.004
65,46,4093.750,7093.750,1924.807
66,46,4156.250,7093.750,2012.801
67,46,4218.750,7093.750,2079.458
68,46,4281.250,7093.750,2051.933
69,46,4343.750,7093.750,1976.109
70,46,4406.250,7093.750,1926.982
71,46,4468.750,7093.750,1900.243
72,46,4531.250,7093.750,1882.335
73,46,4593.750,7093.750,1864.369
74,46,4656.250,7093.750,1861.322
75,46,4718.750,7093.750,1889.178
76,46,4781.250,7093.750,1930.335
77,46,4843.750,7093.750,1981.196
78,46,4906.250,7093.750,2049.934
79,46,4968.750,7093.750,2108.470
80,46,5031.250,7093.750,2108.833
81,46,5093.750,7093.750,2055.931
82,46,5156.250,7093.750,2011.852
83,46,5218.750,7093.750,2007.429
84,46,5281.250,7093.750,2024.488
85,46,5343.750,7093.750,2062.615
86,46,5406.250,7093.750,2124.293
87,46,5468.750,7093.750,2182.098
88,46,5531.250,7093.750,2135.198
89,46,5593.750,7093.750,2079.719
90,46,5656.250,7093.750,2024.006
91,46,5718.750,7093.750,1947.138
92,46,5781.250,7093.750,1872.142
93,46,5843.750,7093.750,1831.399
94,46,5906.250,7093.750,1816.016
95,46,5968.750,7093.750,1785.566
96,46,6031.250,7093.750,1737.034
97,46,6093.750,7093.750,1691.063
98,46,6156.250,7093.750,1640.663
99,46,6218.750,7093.750,1578.545
100,46,6281.250,7093.750,1531.527
101,46,6343.750,7093.750,1499.088
102,46,6406.250,7093.750,1464.732
103,46,6468.750,7093.750,1423.708
104,46,6531.250,7093.750,1382.295
105,46,6593.750,7093.750,1353.190
106,46,6656.250,7093.750,1368.185
107,46,6718.750,7093.750,1387.543
108,46,6781.250,7093.750,1365.184
109,46,6843.750,7093.750,1324.748
110,46,6906.250,7093.750,1318.024
111,46,6968.750,7093.750,1364.803
112,46,7031.250,7093.750,1397.755
113,46,7093.750,7093.750,1394.195
114,46,7156.250,7093.750,1390.502
115,46,7218.750,7093.750,1392.507
116,46,7281.250,7093.750,1357.340
117,46,7343.750,7093.750,1326.159
118,46,7406.250,7093.750,1311.324
119,46,7468.750,7093.750,1300.305
120,46,7531.250,7093.750,1306.475
121,46,7593.750,7093.750,1331.302
122,46,7656.250,7093.750,1348.862
123,46,7718.750,7093.750,1366.945
124,46,7781.250,7093.750,1400.025
125,46,7843.750,7093.750,1427.816
126,46,7906.250,7093.750,1443.133
127,46,7968.750,7093.750,1484.246
128,46,8031.250,7093.750,1562.699
129,46,8093.750,7093.750,1642.086
130,46,8156.250,7093.750,1695.951
131,46,8218.750,7093.750,1724.778
132,46,8281.250,7093.750,1746.639
133,46,8343.750,7093.750,1763.770
134,46,8406.250,7093.750,1775.788
135,46,8468.750,7093.750,1803.366
136,46,8531.250,7093.750,1875.622
137,46,8593.750,7093.750,1942.239
138,46,8656.250,7093.750,1991.699
139,46,8718.750,7093.750,2041.303
140,46,8781.250,7093.750,2067.193
141,46,8843.750,7093.750,2068.424
142,46,8906.250,7093.750,2090.789
143,46,8968.750,7093.750,2157.606
144,46,9031.250,7093.750,2215.092
145,46,9093.750,7093.750,2195.656
146,46,9156.250,7093.750,2194.551
147,46,9218.750,7093.750,2188.915
148,46,9281.250,7093.750,2169.146
149,46,9343.750,7093.750,2151.311
150,46,9406.250,7093.750,2151.503
151,46,9468.750,7093.750,2163.867
152,46,9531.250,7093.750,2194.293
153,46,9593.750,7093.750,2250.556
154,46,9656.250,7093.750,2298.508
155,46,9718.750,7093.750,2294.948
156,46,9781.250,7093.750,2256.776
157,46,9843.750,7093.750,2211.415
158,46,9906.250,7093.750,2184.881
159,46,9968.750,7093.750,2180.963
0,47,31.250,7031.250,2297.884
1,47,93.750,7031.250,2288.585
2,47,156.250,7031.250,2292.000
3,47,218.750,7031.250,2317.485
4,47,281.250,7031.250,2354.871
5,47,343.750,7031.250,2349.222
6,47,406.250,7031.250,2240.870
7,47,468.750,7031.250,2140.408
8,47,531.250,7031.250,2104.414
9,47,593.750,7031.250,2110.804
10,47,656.250,7031.250,2104.928
11,47,718.750,7031.250,2071.400
12,47,781.250,7031.250,2048.905
13,47,843.750,7031.250,2033.781
14,47,906.250,7031.250,2019.307
15,47,968.750,7031.250,2043.821
16,47,1031.250,7031.250,2109.547
17,47,1093.750,7031.250,2171.136
18,47,1156.250,7031.250,2201.025
19,47,1218.750,7031.250,2213.886
20,47,1281.250,7031.250,2235.104
21,47,1343.750,7031.250,2293.101
22,47,1406.250,7031.250,2291.508
23,47,1468.750,7031.250,2237.180
24,47,1531.250,7031.250,2179.302
25,47,1593.750,7031.250,2086.164
26,47,1656.250,7031.250,1974.546
27,47,1718.750,7031.250,1854.535
28,47,1781.250,7031.250,1737.048
29,47,1843.750,7031.250,1636.379
30,47,1906.250,7031.250,1550.044
31,47,1968.750,7031.250,1450.260
32,47,2031.250,7031.250,1368.531
33,47,2093.750,7031.250,1332.486
34,47,2156.250,7031.250,1307.008
35,47,2218.750,7031.250,1259.794
36,47,2281.250,7031.250,1228.297
37,47,2343.750,7031.250,1193.713
38,47,2406.250,7031.250,1131.805
39,47,2468.750,7031.250,1073.118
40,47,2531.250,7031.250,1062.908
41,47,2593.750,7031.250,1084.150
42,47,2656.250,7031.250,1103.284
43,47,2718.750,7031.250,1098.257
44,47,2781.250,7031.250,1100.841
45,47,2843.750,7031.250,1153.117
46,47,2906.250,7031.250,1235.872
47,47,2968.750,7031.250,1321.218
48,47,3031.250,7031.250,1388.821
49,47,3093.750,7031.250,1437.235
50,47,3156.250,7031.250,1474.014
51,47,3218.750,7031.250,1500.480
52,47,3281.250,7031.250,1487.055
53,47,3343.750,7031.250,1422.920
54,47,3406.250,7031.250,1364.437
55,47,3468.750,7031.250,1356.902
56,47,3531.250,7031.250,1347.949
57,47,3593.750,7031.250,1343.293
58,47,3656.250,7031.250,1368.830
59,47,3718.750,7031.250,1416.210
60,47,3781.250,7031.250,1464.833
61,47,3843.750,7031.250,1547.956
62,47,3906.250,7031.250,1657.360
63,47,3968.750,7031.250,1763.032
64,47,4031.250,7031.250,1853.710
65,47,4093.750,7031.250,1942.328
66,47,4156.250,7031.250,2020.115
67,47,4218.750,7031.250,2081.783
68,47,4281.250,7031.250,2073.172
69,47,4343.750,7031.250,1997.834
70,47,4406.250,7031.250,1951.594
71,47,4468.750,7031.250,1925.749
72,47,4531.250,7031.250,1906.520
73,47,4593.750,7031.250,1886.563
74,47,4656.250,7031.250,1879.357
75,47,4718.750,7031.250,1899.279
76,47,4781.250,7031.250,1933.243
